A,B,C,D,E,F,G,H,I,J,K,L,R,S,T,U,V,W
1,6,33,17,17,22,18,16,10,3,0,0,15,4,1,1,1,1
1,7,35,18,18,23,18,17,10,3,0,0,15,4,1,1,1,1
1,7,35,18,18,23,19,18,11,3,0,0,16,4,1,1,1,1
1,7,36,19,18,24,19,18,11,3,0,0,15,4,1,1,1,1
2,7,37,19,18,24,18,18,11,3,0,0,16,4,1,1,1,1
2,7,37,19,19,24,19,18,11,3,0,0,16,4,1,1,1,1
2,8,39,20,19,25,19,19,12,3,0,0,17,4,1,1,1,1
2,8,40,21,20,26,19,19,12,3,0,0,15,4,1,1,1,1
2,8,41,22,20,27,19,18,11,3,0,0,17,4,1,1,1,1
2,8,41,22,20,26,19,19,12,3,0,0,16,4,1,1,1,1
3,8,41,22,21,27,19,19,12,3,0,0,17,4,1,1,1,1
3,9,40,22,21,27,19,19,12,3,0,0,17,4,1,1,1,1
2,9,42,23,22,27,19,19,12,3,0,0,17,4,1,1,1,1
2,8,40,23,21,27,19,19,12,3,0,0,17,4,1,1,1,1
2,7,36,21,20,25,19,19,12,3,0,0,17,4,1,1,1,1
1,7,38,21,20,26,19,18,11,3,0,0,16,4,1,1,1,1
1,7,40,22,20,26,19,19,11,3,0,0,17,4,1,1,1,1
1,7,39,21,20,26,19,19,12,3,0,0,18,4,1,1,1,1
1,7,39,21,20,26,20,20,12,3,0,0,18,5,1,1,2,1
1,7,39,21,20,26,20,20,12,3,0,0,19,5,1,1,2,1
1,7,40,21,20,26,21,20,13,3,0,0,20,5,1,1,2,1
2,7,41,22,20,27,22,22,14,4,1,0,20,5,2,1,2,1
2,7,42,22,21,27,22,22,14,4,1,0,20,5,2,1,2,1
2,8,44,23,21,28,22,22,14,4,1,0,19,5,1,1,2,1
2,8,44,23,21,28,23,22,14,4,1,0,19,5,1,1,2,1
2,8,46,24,22,28,23,23,14,4,1,0,20,5,1,1,2,1
2,8,45,23,21,28,24,23,15,4,1,0,20,5,2,1,2,1
2,9,45,24,22,28,25,24,15,4,1,0,21,5,2,1,2,1
3,9,45,24,22,28,26,25,15,4,1,1,21,5,2,1,2,1
3,9,47,24,22,28,26,25,16,4,1,1,20,5,2,1,2,1
3,10,48,25,23,29,26,25,16,4,1,0,21,5,2,1,2,1
3,9,48,25,23,29,25,25,15,4,1,0,21,5,1,1,2,1
2,10,49,26,23,30,26,25,15,4,1,0,22,6,2,1,2,1
2,9,46,25,23,29,27,26,16,4,1,0,22,6,2,1,2,1
2,8,45,24,23,28,28,27,16,4,1,0,23,6,2,1,2,1
2,8,45,24,23,29,29,28,17,5,1,1,23,6,2,1,2,1
2,8,46,24,23,30,30,28,17,5,1,1,24,6,2,1,2,1
2,8,46,25,24,30,31,29,18,5,1,1,25,6,2,1,2,1
